Run,Model,Observed,Predicted,Delta
31,baseline + LVN,0,1,-1
31,baseline + LVN,1,1,0
31,baseline + LVN,0,1,-1
31,baseline + LVN,1,1,0
31,baseline + LVN,0,1,-1
31,baseline + LVN,1,1,0
31,baseline + LVN,0,0,0
31,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,1,1,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,0,1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,1,1,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,1,-1
32,baseline + LVN,1,1,0
32,baseline + LVN,0,1,-1
32,baseline + LVN,0,0,0
32,baseline + LVN,0,0,0
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,1,1,0
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,1,1,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,1,-1
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,1,0,1
33,baseline + LVN,0,1,-1
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,1,0
33,baseline + LVN,1,1,0
33,baseline + LVN,1,1,0
33,baseline + LVN,1,1,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,1,0
33,baseline + LVN,1,1,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,1,0
33,baseline + LVN,1,1,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,1,0,1
33,baseline + LVN,1,0,1
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
33,baseline + LVN,0,0,0
33,baseline + LVN,1,1,0
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,1,-1
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,0,0,0
33,baseline + LVN,1,0,1
